"算出基準日","都道府県名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2020/07/01","北海道",5304413,798367,15.1,"2019/01/01","2020/07/01"
"2020/07/01","青森県",1292709,200285,15.5,"2019/01/01","2020/07/01"
"2020/07/01","岩手県",1250142,195900,15.7,"2019/01/01","2020/07/01"
"2020/07/01","宮城県",2303098,388294,16.9,"2019/01/01","2020/07/01"
"2020/07/01","秋田県",1000223,147508,14.7,"2019/01/01","2020/07/01"
"2020/07/01","山形県",1095383,146287,13.4,"2019/01/01","2020/07/01"
"2020/07/01","福島県",1901053,287032,15.1,"2019/01/01","2020/07/01"
"2020/07/01","茨城県",2936184,500579,17.0,"2019/01/01","2020/07/01"
"2020/07/01","栃木県",1976121,325197,16.5,"2019/01/01","2020/07/01"
"2020/07/01","群馬県",1981202,281208,14.2,"2019/01/01","2020/07/01"
"2020/07/01","埼玉県",7377288,1241840,16.8,"2019/01/01","2020/07/01"
"2020/07/01","千葉県",6311190,1160794,18.4,"2019/01/01","2020/07/01"
"2020/07/01","東京都",13740732,3058923,22.3,"2019/01/01","2020/07/01"
"2020/07/01","神奈川県",9189521,1912916,20.8,"2019/01/01","2020/07/01"
"2020/07/01","新潟県",2259309,290169,12.8,"2019/01/01","2020/07/01"
"2020/07/01","富山県",1063293,158941,14.9,"2019/01/01","2020/07/01"
"2020/07/01","石川県",1145948,160336,14.0,"2019/01/01","2020/07/01"
"2020/07/01","福井県",786503,109366,13.9,"2019/01/01","2020/07/01"
"2020/07/01","山梨県",832769,132764,15.9,"2019/01/01","2020/07/01"
"2020/07/01","長野県",2101891,302665,14.4,"2019/01/01","2020/07/01"
"2020/07/01","岐阜県",2044114,272808,13.3,"2019/01/01","2020/07/01"
"2020/07/01","静岡県",3726537,603937,16.2,"2019/01/01","2020/07/01"
"2020/07/01","愛知県",7565309,1162031,15.4,"2019/01/01","2020/07/01"
"2020/07/01","三重県",1824637,274357,15.0,"2019/01/01","2020/07/01"
"2020/07/01","滋賀県",1420080,252278,17.8,"2019/01/01","2020/07/01"
"2020/07/01","京都府",2555068,449565,17.6,"2019/01/01","2020/07/01"
"2020/07/01","大阪府",8848998,1680525,19.0,"2019/01/01","2020/07/01"
"2020/07/01","兵庫県",5570618,1131806,20.3,"2019/01/01","2020/07/01"
"2020/07/01","奈良県",1362781,277782,20.4,"2019/01/01","2020/07/01"
"2020/07/01","和歌山県",964598,141493,14.7,"2019/01/01","2020/07/01"
"2020/07/01","鳥取県",566052,86746,15.3,"2019/01/01","2020/07/01"
"2020/07/01","島根県",686126,108915,15.9,"2019/01/01","2020/07/01"
"2020/07/01","岡山県",1911722,275398,14.4,"2019/01/01","2020/07/01"
"2020/07/01","広島県",2838632,463305,16.3,"2019/01/01","2020/07/01"
"2020/07/01","山口県",1383079,238201,17.2,"2019/01/01","2020/07/01"
"2020/07/01","徳島県",750519,107437,14.3,"2019/01/01","2020/07/01"
"2020/07/01","香川県",987336,144499,14.6,"2019/01/01","2020/07/01"
"2020/07/01","愛媛県",1381761,205814,14.9,"2019/01/01","2020/07/01"
"2020/07/01","高知県",717480,79896,11.1,"2019/01/01","2020/07/01"
"2020/07/01","福岡県",5131305,832554,16.2,"2019/01/01","2020/07/01"
"2020/07/01","佐賀県",828781,133260,16.1,"2019/01/01","2020/07/01"
"2020/07/01","長崎県",1365391,256478,18.8,"2019/01/01","2020/07/01"
"2020/07/01","熊本県",1780079,324735,18.2,"2019/01/01","2020/07/01"
"2020/07/01","大分県",1160218,195794,16.9,"2019/01/01","2020/07/01"
"2020/07/01","宮崎県",1103755,268192,24.3,"2019/01/01","2020/07/01"
"2020/07/01","鹿児島県",1643437,268450,16.3,"2019/01/01","2020/07/01"
"2020/07/01","沖縄県",1476178,218562,14.8,"2019/01/01","2020/07/01"
